date,agent_id,calls,aht,fcr,occupancy,adherence,csat
2026-06-11,A020,55,510.6,0.746,0.929,0.879,4.7
2026-03-14,A020,38,545.9,0.844,0.675,0.843,4.19
2026-05-21,A020,47,652.5,0.652,0.664,0.903,4.02
2026-06-19,A020,29,443.9,0.646,0.934,0.942,3.78
2026-05-07,A020,56,287.0,0.79,0.693,0.896,3.29
2026-04-21,A020,22,631.9,0.56,0.758,0.813,3.64
2026-03-11,A020,49,343.8,0.578,0.929,0.959,4.49
2026-05-31,A020,31,317.5,0.913,0.695,0.849,3.65
2026-07-22,A020,36,545.1,0.864,0.608,0.963,4.67
2026-07-10,A020,16,473.7,0.597,0.881,0.823,4.64
2026-07-05,A020,42,321.1,0.729,0.686,0.897,4.22
2026-02-18,A020,39,542.6,0.629,0.771,0.841,4.4
2026-05-24,A020,55,700.2,0.631,0.739,0.824,3.69
2026-05-16,A020,23,354.1,0.566,0.834,0.834,3.9
2026-05-09,A020,26,533.4,0.609,0.786,0.886,3.91
2026-06-13,A020,59,502.5,0.862,0.779,0.889,4.19
2026-03-31,A020,30,696.3,0.844,0.73,0.934,3.65
2026-03-22,A021,42,510.5,0.875,0.841,0.966,4.32
2026-04-03,A021,28,331.5,0.815,0.861,0.82,4.7
2026-06-29,A021,42,337.5,0.913,0.784,0.937,4.61
2026-05-26,A021,60,267.7,0.861,0.705,0.832,4.56
2026-07-07,A021,17,643.0,0.816,0.929,0.824,4.64
2026-04-05,A021,23,324.0,0.865,0.821,0.977,3.45
2026-05-27,A021,45,517.4,0.803,0.924,0.89,3.85
2026-07-09,A021,54,186.0,0.576,0.76,0.969,4.23
2026-03-13,A021,58,341.7,0.792,0.938,0.855,3.25
2026-01-30,A021,60,476.1,0.637,0.824,0.974,4.53
2026-02-09,A021,25,279.3,0.848,0.929,0.919,3.99
2026-03-09,A021,58,388.7,0.875,0.813,0.843,3.7
2026-02-25,A021,38,607.5,0.672,0.772,0.869,3.94
2026-02-10,A021,49,434.3,0.644,0.734,0.957,4.05
2026-04-12,A021,60,654.7,0.553,0.806,0.819,3.31
2026-03-07,A021,58,267.9,0.88,0.85,0.847,4.4
2026-02-11,A021,56,656.1,0.873,0.858,0.855,4.12
2026-06-15,A021,21,414.5,0.653,0.646,0.969,3.47
2026-05-01,A021,47,574.8,0.702,0.828,0.86,3.85
2026-01-28,A021,57,187.6,0.625,0.863,0.963,4.49
2026-03-04,A021,33,247.4,0.623,0.918,0.884,4.28
2026-03-08,A021,27,255.2,0.807,0.84,0.979,4.27
2026-04-09,A021,19,226.1,0.716,0.671,0.855,4.54
2026-04-25,A021,27,328.8,0.663,0.737,0.94,4.68
2026-02-24,A021,54,446.6,0.631,0.722,0.954,4.61
2026-06-21,A021,40,695.9,0.727,0.612,0.892,3.23
2026-02-13,A021,39,186.2,0.611,0.657,0.871,4.34
2026-07-15,A021,43,680.4,0.626,0.696,0.948,3.86
2026-03-05,A021,25,406.3,0.849,0.754,0.931,3.42
2026-06-11,A021,35,486.4,0.697,0.794,0.903,4.31
2026-03-14,A021,33,552.7,0.728,0.85,0.965,4.13
2026-05-21,A021,56,557.7,0.629,0.813,0.826,3.83
2026-04-30,A021,20,715.8,0.741,0.713,0.87,3.77
2026-05-07,A021,55,685.8,0.626,0.778,0.958,4.29
2026-04-21,A021,21,518.3,0.906,0.91,0.945,4.14
2026-03-11,A021,31,233.1,0.895,0.933,0.882,4.28
2026-05-10,A021,49,536.1,0.795,0.782,0.83,3.73
2026-05-31,A021,15,656.2,0.595,0.874,0.842,4.66
2026-07-22,A021,58,551.7,0.568,0.933,0.882,3.61
2026-02-26,A021,56,211.5,0.904,0.709,0.979,4.02
2026-07-05,A021,43,501.8,0.908,0.805,0.956,3.45
2026-05-24,A021,49,449.4,0.75,0.617,0.948,4.27
2026-05-16,A021,49,218.1,0.757,0.766,0.898,4.02
2026-07-21,A021,42,342.9,0.697,0.857,0.853,4.23
2026-06-13,A021,56,575.2,0.704,0.925,0.923,3.68
2026-03-31,A021,17,431.3,0.597,0.644,0.837,3.96
2026-04-03,A022,47,586.4,0.76,0.839,0.979,4.24
2026-07-11,A022,43,280.0,0.663,0.692,0.841,3.39
2026-06-29,A022,45,625.6,0.88,0.686,0.812,4.7
2026-05-26,A022,40,298.7,0.836,0.707,0.946,3.87
2026-01-26,A022,59,501.7,0.78,0.709,0.834,3.62
2026-07-09,A022,46,338.3,0.613,0.838,0.889,3.62
2026-03-13,A022,41,224.6,0.603,0.892,0.876,3.5
2026-01-30,A022,20,713.0,0.59,0.933,0.917,4.0
2026-02-09,A022,29,246.8,0.794,0.87,0.92,4.4
2026-03-09,A022,21,210.8,0.6,0.842,0.894,3.6
2026-02-25,A022,40,682.5,0.881,0.926,0.934,4.23
2026-02-10,A022,36,269.6,0.841,0.659,0.834,3.89
2026-03-07,A022,59,512.2,0.801,0.942,0.916,4.57
2026-06-15,A022,37,383.1,0.853,0.669,0.888,4.49
2026-03-04,A022,35,264.8,0.588,0.871,0.972,3.38
2026-03-08,A022,50,558.6,0.791,0.635,0.83,4.71
2026-04-09,A022,51,715.5,0.566,0.762,0.823,4.65
2026-04-25,A022,27,526.8,0.659,0.797,0.857,4.09
2026-03-27,A022,15,204.8,0.562,0.75,0.803,3.39
2026-06-21,A022,18,508.8,0.559,0.857,0.879,4.49
2026-07-15,A022,29,627.1,0.783,0.638,0.806,4.32
2026-03-05,A022,33,347.5,0.751,0.667,0.944,4.74
2026-06-11,A022,26,342.3,0.696,0.648,0.968,4.39
2026-03-14,A022,50,308.1,0.837,0.865,0.887,3.95
2026-05-21,A022,30,205.4,0.634,0.793,0.989,3.49
2026-04-30,A022,40,551.9,0.637,0.878,0.946,4.69
2026-05-07,A022,32,628.4,0.688,0.884,0.858,4.22
2026-04-21,A022,33,310.3,0.713,0.788,0.864,4.54
2026-03-11,A022,19,391.0,0.634,0.757,0.851,4.46
2026-05-10,A022,23,275.1,0.894,0.602,0.933,4.5
2026-07-22,A022,35,471.6,0.804,0.867,0.971,3.62
2026-02-26,A022,32,221.2,0.693,0.939,0.834,3.8
2026-07-10,A022,52,272.1,0.825,0.874,0.966,3.49
2026-02-18,A022,21,654.9,0.84,0.866,0.876,4.79
2026-05-24,A022,54,609.5,0.843,0.881,0.837,4.5
2026-05-16,A022,24,411.0,0.63,0.827,0.909,3.55
2026-03-24,A022,40,616.1,0.669,0.824,0.879,3.92
2026-07-21,A022,55,446.3,0.734,0.916,0.908,4.65
2026-05-09,A022,59,693.6,0.718,0.942,0.802,4.55
2026-06-13,A022,17,326.0,0.61,0.632,0.926,4.75
2026-03-31,A022,41,392.1,0.724,0.743,0.972,4.32
2026-07-11,A023,34,442.9,0.672,0.724,0.836,3.92
2026-06-29,A023,31,444.9,0.631,0.762,0.804,3.53
2026-07-07,A023,34,651.8,0.787,0.713,0.918,4.44
2026-04-05,A023,35,208.2,0.862,0.899,0.912,3.84
2026-05-27,A023,19,616.1,0.705,0.949,0.897,4.43
2026-01-26,A023,54,623.8,0.635,0.667,0.927,3.85
2026-04-22,A023,57,595.3,0.799,0.95,0.822,4.0
2026-03-25,A023,28,573.1,0.585,0.687,0.925,4.65
2026-07-09,A023,33,570.3,0.764,0.834,0.932,3.5
2026-03-13,A023,22,253.5,0.856,0.764,0.894,3.81
2026-03-10,A023,22,598.5,0.7,0.752,0.85,4.2
2026-01-30,A023,60,672.4,0.794,0.633,0.819,4.59
2026-02-09,A023,57,655.8,0.833,0.771,0.929,3.34
2026-03-09,A023,25,623.5,0.695,0.654,0.94,3.48
2026-02-25,A023,39,198.1,0.751,0.795,0.872,4.65
2026-02-10,A023,40,659.3,0.918,0.686,0.818,3.68
2026-04-12,A023,17,691.6,0.886,0.705,0.866,4.07
2026-03-07,A023,59,294.3,0.708,0.946,0.812,3.58
2026-02-11,A023,18,501.2,0.671,0.664,0.93,3.28
2026-05-01,A023,19,603.6,0.613,0.622,0.889,4.24
2026-01-28,A023,47,540.8,0.802,0.882,0.952,4.5
2026-03-08,A023,56,450.5,0.778,0.727,0.903,3.87
2026-03-27,A023,21,456.7,0.646,0.917,0.841,4.47
2026-06-21,A023,49,396.5,0.703,0.735,0.913,3.51
2026-06-08,A023,45,633.8,0.662,0.791,0.899,3.75
2026-07-15,A023,39,465.7,0.663,0.646,0.847,4.17
2026-06-11,A023,29,462.4,0.688,0.808,0.878,4.79
2026-05-21,A023,18,318.7,0.885,0.655,0.934,4.3
2026-04-30,A023,16,472.2,0.805,0.604,0.933,4.39
2026-02-07,A023,50,504.5,0.688,0.862,0.985,3.83
2026-03-11,A023,37,344.3,0.675,0.896,0.945,3.88
2026-02-03,A023,51,256.9,0.724,0.729,0.844,3.29
2026-05-10,A023,47,329.4,0.596,0.7,0.951,3.97
2026-07-22,A023,40,467.1,0.916,0.807,0.977,4.62
2026-02-26,A023,18,241.1,0.87,0.729,0.883,3.57
2026-07-10,A023,24,617.5,0.563,0.714,0.814,4.21
2026-02-18,A023,23,581.7,0.883,0.738,0.874,3.42
2026-05-16,A023,28,303.1,0.89,0.769,0.989,3.44
2026-05-09,A023,46,530.2,0.606,0.684,0.965,3.41
2026-06-13,A023,57,657.8,0.759,0.643,0.811,4.34
2026-04-03,A024,52,612.8,0.739,0.684,0.963,3.76
2026-07-11,A024,37,537.1,0.842,0.878,0.878,3.8
2026-06-29,A024,16,670.2,0.61,0.718,0.88,4.65
2026-05-26,A024,36,542.1,0.618,0.807,0.888,3.45
2026-07-07,A024,53,537.1,0.856,0.822,0.909,3.53
2026-04-05,A024,17,392.2,0.591,0.743,0.865,3.43
2026-01-26,A024,54,310.5,0.763,0.648,0.904,3.98
2026-04-22,A024,55,706.3,0.577,0.752,0.861,4.23
2026-03-25,A024,31,511.6,0.649,0.639,0.956,3.49
2026-07-09,A024,41,446.2,0.687,0.835,0.973,4.37
2026-03-13,A024,21,479.4,0.87,0.921,0.856,3.75
2026-03-10,A024,25,329.9,0.607,0.653,0.818,4.41
2026-01-30,A024,47,534.9,0.86,0.636,0.969,4.22
2026-03-09,A024,41,639.9,0.726,0.731,0.974,4.39
2026-02-25,A024,30,389.5,0.763,0.768,0.977,4.0
2026-02-10,A024,59,516.7,0.89,0.784,0.923,4.66
2026-03-07,A024,32,661.4,0.622,0.839,0.986,3.49
2026-06-15,A024,39,229.9,0.805,0.651,0.848,4.3
2026-05-01,A024,44,684.2,0.712,0.742,0.802,4.69
2026-01-28,A024,39,547.6,0.818,0.882,0.944,4.63
2026-03-04,A024,28,395.2,0.727,0.68,0.944,4.02
2026-03-08,A024,60,443.9,0.801,0.689,0.887,4.07
2026-04-09,A024,30,321.6,0.733,0.767,0.913,3.68
2026-02-24,A024,49,413.5,0.653,0.801,0.838,4.28
2026-06-21,A024,45,636.9,0.851,0.794,0.935,4.07
2026-06-08,A024,28,494.8,0.767,0.789,0.978,3.37
2026-02-13,A024,31,503.1,0.598,0.918,0.985,3.85
2026-07-15,A024,31,579.5,0.751,0.713,0.981,4.13
2026-03-05,A024,48,527.4,0.915,0.894,0.939,3.42
2026-03-14,A024,30,521.2,0.632,0.945,0.849,4.09
2026-05-21,A024,28,258.8,0.727,0.676,0.947,3.95
2026-04-30,A024,33,647.0,0.623,0.768,0.98,3.54
2026-06-19,A024,52,567.0,0.65,0.683,0.984,4.01
2026-02-07,A024,26,391.6,0.861,0.933,0.814,4.18
2026-04-21,A024,17,232.3,0.912,0.82,0.927,4.33
2026-03-11,A024,44,389.0,0.774,0.847,0.9,3.91
2026-02-03,A024,56,492.0,0.664,0.866,0.929,3.43
2026-05-10,A024,18,660.2,0.848,0.684,0.817,3.51
2026-05-31,A024,57,416.5,0.912,0.682,0.877,3.37
2026-07-22,A024,30,267.4,0.907,0.693,0.891,4.22
2026-02-26,A024,48,190.8,0.653,0.706,0.853,4.46
2026-07-10,A024,47,333.6,0.919,0.726,0.849,3.9
2026-07-05,A024,25,457.1,0.597,0.7,0.907,3.71
2026-05-16,A024,57,193.7,0.798,0.898,0.833,4.42
2026-03-24,A024,50,326.1,0.894,0.834,0.882,3.41
2026-07-21,A024,19,197.4,0.609,0.937,0.96,3.93
2026-06-13,A024,21,403.7,0.878,0.708,0.887,4.07
2026-03-31,A024,59,313.7,0.786,0.794,0.814,3.93
2026-07-11,A025,52,399.3,0.622,0.722,0.97,3.85
2026-06-29,A025,39,666.9,0.596,0.795,0.923,4.54
2026-05-26,A025,46,680.1,0.678,0.622,0.921,4.17
2026-07-07,A025,54,520.8,0.803,0.78,0.863,4.38
2026-04-05,A025,32,577.2,0.612,0.723,0.983,4.68
2026-05-27,A025,56,649.4,0.875,0.755,0.83,3.37
2026-01-26,A025,26,607.0,0.829,0.753,0.847,4.73
2026-04-22,A025,33,656.6,0.569,0.734,0.834,3.96
2026-07-09,A025,22,298.6,0.677,0.743,0.915,4.32
2026-03-13,A025,32,403.0,0.606,0.793,0.813,3.74
2026-03-10,A025,31,277.5,0.63,0.604,0.839,4.8
2026-01-30,A025,55,225.3,0.66,0.74,0.866,3.45
2026-02-09,A025,25,670.5,0.661,0.949,0.935,4.38
2026-02-10,A025,42,388.3,0.796,0.71,0.918,4.72
2026-04-12,A025,23,326.9,0.715,0.809,0.805,3.59
2026-03-07,A025,29,459.8,0.652,0.759,0.979,4.44
2026-02-11,A025,33,388.9,0.833,0.86,0.967,3.72
2026-06-15,A025,50,553.2,0.65,0.915,0.804,4.32
2026-05-01,A025,36,380.6,0.737,0.882,0.974,3.46
2026-01-28,A025,39,204.4,0.755,0.706,0.979,3.7
2026-03-04,A025,15,717.5,0.613,0.871,0.947,4.25
2026-03-08,A025,51,555.0,0.573,0.89,0.941,4.07
2026-04-25,A025,28,205.0,0.879,0.871,0.892,4.62
2026-03-27,A025,45,365.0,0.824,0.655,0.958,4.0
2026-06-08,A025,28,590.5,0.65,0.796,0.91,4.21
2026-07-15,A025,35,431.4,0.596,0.709,0.945,3.57
2026-03-05,A025,27,242.4,0.816,0.626,0.865,3.92
2026-06-11,A025,32,508.2,0.584,0.82,0.829,3.29
2026-05-21,A025,23,300.8,0.581,0.844,0.819,4.37
2026-06-19,A025,39,560.8,0.84,0.624,0.919,3.68
2026-05-07,A025,28,578.2,0.55,0.678,0.856,4.63
2026-02-07,A025,48,481.6,0.682,0.806,0.886,4.65
2026-04-21,A025,32,350.2,0.604,0.608,0.978,3.87
2026-03-11,A025,35,480.3,0.698,0.629,0.862,3.53
2026-05-31,A025,54,674.1,0.582,0.769,0.869,4.37
2026-07-22,A025,18,354.8,0.59,0.773,0.883,4.7
2026-02-26,A025,30,636.9,0.784,0.869,0.847,4.57
2026-07-10,A025,48,473.4,0.57,0.907,0.828,3.21
2026-07-05,A025,56,188.6,0.552,0.875,0.843,4.64
2026-02-18,A025,20,447.4,0.802,0.854,0.986,4.67
2026-05-24,A025,58,326.9,0.765,0.655,0.924,3.79
2026-03-24,A025,48,327.0,0.611,0.912,0.887,4.57
2026-07-21,A025,27,487.7,0.771,0.613,0.858,3.62
2026-05-09,A025,36,317.7,0.759,0.745,0.84,3.86
2026-06-13,A025,50,522.3,0.611,0.779,0.899,4.45
2026-03-22,A026,40,665.3,0.781,0.634,0.863,3.83
2026-04-03,A026,31,565.2,0.865,0.774,0.836,4.5
2026-07-11,A026,57,517.7,0.732,0.697,0.881,3.42
2026-06-29,A026,54,683.0,0.566,0.746,0.967,4.01
2026-05-26,A026,30,703.8,0.892,0.731,0.934,3.61
2026-07-07,A026,28,688.8,0.601,0.669,0.817,3.59
2026-04-05,A026,55,375.0,0.903,0.6,0.847,3.54
2026-07-09,A026,49,476.9,0.834,0.873,0.951,3.62
2026-03-13,A026,52,214.9,0.918,0.886,0.903,3.89
2026-03-10,A026,31,334.6,0.621,0.761,0.842,3.7
2026-01-30,A026,19,228.6,0.616,0.729,0.988,3.72
2026-02-09,A026,36,340.9,0.61,0.933,0.977,4.36
2026-03-09,A026,24,477.4,0.704,0.785,0.884,4.23
2026-02-25,A026,38,248.6,0.568,0.617,0.915,3.95
2026-02-10,A026,58,305.3,0.672,0.877,0.841,4.11
2026-04-12,A026,15,349.3,0.616,0.663,0.813,3.36
2026-03-07,A026,55,314.4,0.686,0.628,0.895,4.63
2026-02-11,A026,51,546.1,0.706,0.945,0.86,3.45
2026-06-15,A026,44,691.3,0.861,0.741,0.829,4.02
2026-05-01,A026,34,617.6,0.719,0.856,0.96,4.08
2026-01-28,A026,26,470.3,0.774,0.919,0.823,4.77
2026-03-04,A026,45,425.4,0.606,0.681,0.987,4.66
2026-03-08,A026,31,404.4,0.782,0.797,0.926,3.78
2026-04-09,A026,35,503.4,0.679,0.71,0.869,3.43
2026-03-27,A026,57,327.4,0.902,0.927,0.967,4.43
2026-02-24,A026,31,513.9,0.794,0.948,0.846,3.33
2026-06-21,A026,49,200.2,0.705,0.639,0.854,3.86
2026-02-13,A026,21,302.4,0.883,0.803,0.881,4.71
2026-06-11,A026,38,395.2,0.836,0.709,0.812,3.68
2026-03-14,A026,59,615.1,0.756,0.652,0.815,4.19
2026-04-30,A026,58,513.3,0.574,0.922,0.822,3.99
2026-06-19,A026,47,328.3,0.717,0.9,0.962,3.89
2026-05-07,A026,55,303.0,0.837,0.632,0.802,4.2
2026-04-21,A026,29,323.9,0.685,0.666,0.955,3.57
2026-02-03,A026,35,462.1,0.643,0.919,0.896,4.3
2026-05-10,A026,41,523.8,0.755,0.602,0.863,4.41
2026-07-22,A026,37,464.7,0.872,0.89,0.952,4.62
2026-07-10,A026,28,395.7,0.617,0.917,0.955,3.26
2026-07-05,A026,52,225.4,0.696,0.733,0.905,3.26
2026-02-18,A026,55,701.4,0.614,0.888,0.841,3.34
2026-05-24,A026,29,274.6,0.611,0.846,0.807,4.71
2026-05-16,A026,33,381.9,0.704,0.68,0.913,4.3
2026-03-24,A026,59,459.8,0.765,0.71,0.858,4.22
2026-07-21,A026,48,663.3,0.582,0.774,0.829,3.99
2026-05-09,A026,44,429.2,0.698,0.76,0.954,4.39
2026-06-13,A026,51,563.3,0.614,0.683,0.806,4.8
2026-03-31,A026,45,219.9,0.556,0.833,0.924,4.51
2026-03-22,A027,52,574.1,0.588,0.766,0.872,3.89
2026-04-03,A027,31,352.5,0.747,0.862,0.839,4.67
2026-07-11,A027,47,637.7,0.739,0.657,0.968,3.63
2026-06-29,A027,39,209.2,0.916,0.677,0.816,4.28
2026-05-26,A027,58,236.5,0.569,0.806,0.805,3.67
2026-07-07,A027,15,711.7,0.853,0.848,0.808,4.28
2026-04-05,A027,34,431.7,0.792,0.919,0.817,4.71
2026-05-27,A027,54,220.3,0.868,0.892,0.821,3.68
2026-04-22,A027,56,563.6,0.598,0.693,0.939,4.15
2026-07-09,A027,27,388.1,0.799,0.947,0.807,4.28
2026-03-13,A027,54,259.4,0.77,0.668,0.912,3.35
2026-03-10,A027,26,407.4,0.856,0.726,0.976,3.44
2026-01-30,A027,50,227.9,0.799,0.661,0.987,3.22
2026-02-09,A027,52,683.1,0.773,0.821,0.839,3.27
2026-03-09,A027,36,530.4,0.732,0.656,0.88,3.91
2026-02-25,A027,59,649.8,0.808,0.781,0.926,4.26
2026-02-10,A027,54,569.9,0.7,0.705,0.85,3.64
2026-02-11,A027,53,237.8,0.728,0.717,0.894,3.4
2026-05-01,A027,31,418.8,0.835,0.851,0.979,4.3
2026-01-28,A027,52,394.3,0.675,0.917,0.881,4.03
2026-03-04,A027,20,634.6,0.715,0.833,0.836,3.35
2026-03-08,A027,18,483.1,0.905,0.896,0.89,3.69
2026-04-09,A027,58,647.1,0.74,0.798,0.813,4.06
2026-04-25,A027,28,195.2,0.559,0.645,0.963,4.26
2026-03-27,A027,42,420.8,0.847,0.93,0.951,3.25
2026-02-24,A027,41,227.6,0.722,0.712,0.874,3.34
2026-06-21,A027,17,203.8,0.793,0.699,0.904,3.92
2026-06-08,A027,56,645.0,0.782,0.663,0.829,4.14
2026-02-13,A027,48,644.8,0.644,0.897,0.94,3.85
2026-03-05,A027,32,426.9,0.651,0.935,0.889,4.27
2026-06-11,A027,46,709.5,0.778,0.847,0.921,4.56
2026-03-14,A027,17,512.5,0.848,0.699,0.935,4.14
2026-05-21,A027,15,391.6,0.775,0.741,0.91,4.0
2026-04-30,A027,18,242.5,0.861,0.708,0.895,3.3
2026-06-19,A027,48,186.2,0.768,0.702,0.909,4.19
2026-05-07,A027,33,537.1,0.583,0.703,0.818,3.33
2026-02-07,A027,41,334.4,0.873,0.752,0.948,3.89
2026-04-21,A027,56,364.2,0.72,0.635,0.888,3.85
2026-03-11,A027,40,610.2,0.69,0.854,0.913,3.52
2026-05-31,A027,24,326.1,0.824,0.8,0.963,3.22
2026-07-22,A027,50,284.8,0.556,0.732,0.805,3.74
2026-07-10,A027,59,389.9,0.765,0.775,0.867,3.93
2026-02-18,A027,48,450.1,0.665,0.928,0.983,3.86
2026-03-24,A027,37,314.4,0.585,0.734,0.872,3.33
2026-07-21,A027,50,323.4,0.641,0.712,0.801,3.61
2026-05-09,A027,41,595.4,0.792,0.925,0.911,4.31
2026-06-13,A027,29,474.5,0.829,0.727,0.938,4.53
2026-03-31,A027,42,701.8,0.739,0.887,0.851,4.53
2026-03-22,A028,19,201.6,0.701,0.914,0.818,4.2
2026-04-03,A028,16,310.1,0.625,0.737,0.961,3.82
2026-07-11,A028,55,576.0,0.768,0.651,0.914,3.31
2026-06-29,A028,49,704.4,0.831,0.729,0.837,4.09
2026-04-05,A028,46,316.0,0.61,0.7,0.816,3.32
2026-01-26,A028,57,345.3,0.746,0.902,0.84,4.03
2026-04-22,A028,24,620.1,0.734,0.901,0.842,3.98
2026-03-25,A028,49,485.7,0.628,0.87,0.935,4.31
2026-07-09,A028,25,231.0,0.874,0.727,0.819,4.01
2026-03-13,A028,46,562.6,0.888,0.848,0.872,3.8
2026-03-10,A028,51,640.4,0.92,0.757,0.898,4.04
2026-01-30,A028,49,696.2,0.598,0.917,0.912,3.24
2026-02-09,A028,53,500.9,0.684,0.635,0.883,3.37
2026-03-09,A028,20,446.9,0.87,0.794,0.806,3.86
2026-02-25,A028,21,700.5,0.914,0.945,0.875,3.33
2026-02-10,A028,47,222.1,0.718,0.75,0.985,3.56
2026-04-12,A028,25,273.1,0.856,0.72,0.844,4.74
2026-06-15,A028,39,567.1,0.712,0.696,0.848,4.71
2026-05-01,A028,55,344.4,0.745,0.913,0.969,3.54
2026-01-28,A028,34,197.8,0.675,0.733,0.84,3.76
2026-03-04,A028,22,357.6,0.693,0.713,0.949,4.22
2026-03-08,A028,17,505.0,0.679,0.611,0.962,4.27
2026-04-09,A028,59,458.6,0.826,0.67,0.821,4.53
2026-04-25,A028,28,623.0,0.747,0.677,0.923,4.62
2026-03-27,A028,38,190.8,0.904,0.872,0.915,4.77
2026-06-08,A028,59,189.4,0.828,0.901,0.978,3.87
2026-02-13,A028,50,182.9,0.907,0.935,0.822,3.61
2026-07-15,A028,24,531.0,0.915,0.623,0.903,4.41
2026-06-11,A028,54,513.5,0.843,0.858,0.986,3.96
2026-04-30,A028,43,408.0,0.641,0.74,0.871,3.75
2026-06-19,A028,23,665.1,0.782,0.619,0.902,4.77
2026-05-07,A028,59,541.6,0.74,0.651,0.913,3.72
2026-02-07,A028,54,644.6,0.702,0.722,0.884,3.81
2026-03-11,A028,55,393.3,0.785,0.656,0.821,4.37
2026-05-10,A028,33,255.7,0.599,0.714,0.972,4.25
2026-05-31,A028,44,255.1,0.594,0.631,0.817,3.58
2026-02-26,A028,32,679.2,0.731,0.627,0.87,4.23
2026-07-10,A028,42,183.9,0.735,0.665,0.863,4.38
2026-07-05,A028,40,486.9,0.768,0.853,0.87,3.29
2026-05-24,A028,57,674.1,0.823,0.778,0.834,4.36
2026-03-24,A028,51,475.9,0.91,0.863,0.869,4.42
2026-07-21,A028,19,239.9,0.839,0.678,0.949,4.78
2026-05-09,A028,56,575.5,0.838,0.868,0.836,3.79
2026-03-31,A028,28,409.0,0.761,0.848,0.84,3.29
2026-03-22,A029,32,372.3,0.68,0.91,0.877,4.36
2026-07-11,A029,59,365.1,0.646,0.835,0.808,3.91
2026-06-29,A029,37,543.4,0.796,0.629,0.84,3.23
2026-05-26,A029,40,505.8,0.618,0.678,0.906,4.17
2026-07-07,A029,48,239.5,0.618,0.637,0.983,4.43
2026-04-05,A029,48,573.8,0.76,0.631,0.981,3.76
2026-01-26,A029,60,558.4,0.658,0.848,0.954,4.69
2026-04-22,A029,21,546.6,0.88,0.903,0.987,3.21
2026-03-25,A029,59,191.7,0.595,0.652,0.83,4.69
2026-07-09,A029,36,296.8,0.666,0.943,0.926,4.37
2026-03-13,A029,26,608.8,0.693,0.611,0.843,4.01
2026-03-10,A029,30,545.0,0.701,0.669,0.832,3.94
2026-01-30,A029,38,424.5,0.626,0.8,0.978,3.87
2026-02-09,A029,37,345.2,0.577,0.745,0.935,3.28
2026-03-09,A029,60,551.2,0.706,0.699,0.83,4.07
2026-02-25,A029,34,411.3,0.562,0.858,0.877,3.74
2026-02-10,A029,54,393.0,0.629,0.864,0.982,3.62
2026-04-12,A029,47,556.6,0.855,0.707,0.929,3.82
2026-03-07,A029,38,627.8,0.612,0.933,0.953,4.12
2026-02-11,A029,25,385.3,0.665,0.703,0.932,3.74
2026-05-01,A029,54,548.5,0.645,0.795,0.888,3.62
2026-01-28,A029,33,372.5,0.81,0.701,0.811,4.13
2026-03-04,A029,29,718.6,0.554,0.867,0.81,3.31
2026-03-08,A029,23,610.1,0.605,0.664,0.857,4.37
2026-04-09,A029,47,614.3,0.588,0.731,0.935,4.41
2026-04-25,A029,34,588.9,0.604,0.707,0.848,3.97
2026-03-27,A029,59,556.8,0.84,0.914,0.898,3.95
2026-02-24,A029,44,296.0,0.654,0.943,0.901,4.09
2026-06-21,A029,21,321.3,0.651,0.619,0.951,4.64
2026-06-08,A029,15,694.8,0.639,0.791,0.918,4.78
2026-02-13,A029,40,512.0,0.726,0.937,0.962,4.3
2026-07-15,A029,52,690.6,0.849,0.864,0.94,3.3
2026-03-05,A029,42,483.2,0.732,0.915,0.885,3.51
2026-05-21,A029,51,622.5,0.812,0.72,0.867,4.21
2026-06-19,A029,22,555.6,0.885,0.912,0.988,4.52
2026-05-07,A029,25,235.0,0.605,0.876,0.813,4.0
2026-02-07,A029,37,596.0,0.666,0.728,0.843,3.7
2026-03-11,A029,22,238.9,0.817,0.649,0.945,4.19
2026-02-03,A029,48,375.4,0.815,0.825,0.895,3.77
2026-05-31,A029,39,708.3,0.91,0.7,0.801,4.67
2026-07-22,A029,53,301.8,0.693,0.801,0.921,3.46
2026-02-26,A029,17,669.0,0.769,0.799,0.881,4.8
2026-07-10,A029,31,465.3,0.915,0.89,0.981,4.51
2026-07-05,A029,36,417.5,0.898,0.729,0.829,3.33
2026-02-18,A029,59,334.9,0.553,0.907,0.834,3.99
2026-05-24,A029,43,528.0,0.83,0.718,0.824,3.24
2026-05-16,A029,35,571.5,0.597,0.625,0.81,4.57
2026-03-24,A029,42,595.0,0.696,0.647,0.914,4.71
2026-07-21,A029,32,716.2,0.575,0.67,0.936,3.59
2026-06-13,A029,60,497.3,0.839,0.854,0.852,3.21
2026-03-22,A030,59,475.8,0.768,0.898,0.882,4.09
2026-04-03,A030,26,577.0,0.609,0.628,0.865,3.23
2026-07-11,A030,43,718.0,0.908,0.923,0.89,3.47
2026-06-29,A030,35,430.9,0.608,0.783,0.828,4.7
2026-05-26,A030,35,474.2,0.735,0.636,0.872,3.25
2026-05-27,A030,45,442.6,0.78,0.696,0.933,3.99
2026-04-22,A030,26,267.4,0.904,0.662,0.84,4.5
2026-03-25,A030,19,439.1,0.824,0.657,0.804,4.48
2026-07-09,A030,20,418.7,0.71,0.824,0.868,4.42
2026-03-13,A030,24,540.2,0.895,0.759,0.902,4.29
