qa_id,agent_id,interaction_id,score,notes
QA445691,A019,INT0006805,71,Agent closed interaction prematurely; customer issue was not fully addressed.
QA982447,A074,INT0006808,80,Agent followed protocol correctly and confirmed resolution with customer.
QA589562,A030,INT0006827,91,Agent followed protocol correctly and confirmed resolution with customer.
QA303567,A050,INT0006832,50,Agent closed interaction prematurely; customer issue was not fully addressed.
QA563881,A008,INT0006842,92,Agent followed protocol correctly and confirmed resolution with customer.
QA691487,A052,INT0006853,83,Agent followed protocol correctly and confirmed resolution with customer.
QA162510,A059,INT0006854,90,Agent followed protocol correctly and confirmed resolution with customer.
QA638198,A038,INT0006858,82,Agent followed protocol correctly and confirmed resolution with customer.
QA613929,A017,INT0006862,63,Agent closed interaction prematurely; customer issue was not fully addressed.
QA395610,A074,INT0006868,83,Agent followed protocol correctly and confirmed resolution with customer.
QA614352,A035,INT0006875,84,Agent followed protocol correctly and confirmed resolution with customer.
QA130150,A028,INT0006895,58,Agent closed interaction prematurely; customer issue was not fully addressed.
QA329828,A003,INT0006902,93,Agent followed protocol correctly and confirmed resolution with customer.
QA248664,A042,INT0006913,69,Agent closed interaction prematurely; customer issue was not fully addressed.
QA709566,A023,INT0006917,83,Agent followed protocol correctly and confirmed resolution with customer.
QA146484,A040,INT0006942,86,Agent followed protocol correctly and confirmed resolution with customer.
QA946969,A051,INT0006950,86,Agent followed protocol correctly and confirmed resolution with customer.
QA812804,A067,INT0006953,94,Agent followed protocol correctly and confirmed resolution with customer.
QA212513,A009,INT0006954,100,Agent followed protocol correctly and confirmed resolution with customer.
QA943201,A022,INT0006967,94,Agent followed protocol correctly and confirmed resolution with customer.
QA424937,A046,INT0006968,90,Agent followed protocol correctly and confirmed resolution with customer.
QA635207,A040,INT0006973,93,Agent followed protocol correctly and confirmed resolution with customer.
QA504567,A030,INT0006976,85,Agent followed protocol correctly and confirmed resolution with customer.
QA441960,A075,INT0006978,97,Agent followed protocol correctly and confirmed resolution with customer.
QA209120,A047,INT0007026,91,Agent followed protocol correctly and confirmed resolution with customer.
QA515143,A001,INT0007034,95,Agent followed protocol correctly and confirmed resolution with customer.
QA174299,A039,INT0007061,71,Agent closed interaction prematurely; customer issue was not fully addressed.
QA700619,A018,INT0007072,83,Agent followed protocol correctly and confirmed resolution with customer.
QA314452,A048,INT0007074,98,Agent followed protocol correctly and confirmed resolution with customer.
QA743483,A014,INT0007077,97,Agent followed protocol correctly and confirmed resolution with customer.
QA434478,A039,INT0007087,97,Agent followed protocol correctly and confirmed resolution with customer.
QA864212,A059,INT0007088,84,Agent followed protocol correctly and confirmed resolution with customer.
QA273997,A039,INT0007101,85,Agent followed protocol correctly and confirmed resolution with customer.
QA535891,A031,INT0007113,87,Agent followed protocol correctly and confirmed resolution with customer.
QA333612,A024,INT0007117,99,Agent followed protocol correctly and confirmed resolution with customer.
QA349004,A015,INT0007140,80,Agent followed protocol correctly and confirmed resolution with customer.
QA749673,A044,INT0007149,100,Agent followed protocol correctly and confirmed resolution with customer.
QA123937,A070,INT0007164,64,Agent closed interaction prematurely; customer issue was not fully addressed.
QA444601,A068,INT0007165,56,Agent closed interaction prematurely; customer issue was not fully addressed.
QA790883,A001,INT0007166,52,Agent closed interaction prematurely; customer issue was not fully addressed.
QA461879,A039,INT0007167,63,Agent closed interaction prematurely; customer issue was not fully addressed.
QA432117,A033,INT0007172,99,Agent followed protocol correctly and confirmed resolution with customer.
QA444611,A072,INT0007183,90,Agent followed protocol correctly and confirmed resolution with customer.
QA916167,A039,INT0007199,85,Agent followed protocol correctly and confirmed resolution with customer.
QA617973,A068,INT0007203,91,Agent followed protocol correctly and confirmed resolution with customer.
QA201161,A001,INT0007206,93,Agent followed protocol correctly and confirmed resolution with customer.
QA107691,A025,INT0007229,52,Agent closed interaction prematurely; customer issue was not fully addressed.
QA617341,A048,INT0007240,85,Agent followed protocol correctly and confirmed resolution with customer.
QA675929,A009,INT0007241,61,Agent closed interaction prematurely; customer issue was not fully addressed.
QA214575,A047,INT0007247,93,Agent followed protocol correctly and confirmed resolution with customer.
QA665261,A055,INT0007254,84,Agent followed protocol correctly and confirmed resolution with customer.
QA818250,A056,INT0007259,85,Agent followed protocol correctly and confirmed resolution with customer.
QA358890,A039,INT0007268,84,Agent followed protocol correctly and confirmed resolution with customer.
QA392558,A073,INT0007273,72,Agent closed interaction prematurely; customer issue was not fully addressed.
QA953626,A044,INT0007295,90,Agent followed protocol correctly and confirmed resolution with customer.
QA561442,A051,INT0007298,94,Agent followed protocol correctly and confirmed resolution with customer.
QA253395,A008,INT0007302,67,Agent closed interaction prematurely; customer issue was not fully addressed.
QA828207,A036,INT0007308,96,Agent followed protocol correctly and confirmed resolution with customer.
QA652537,A022,INT0007312,85,Agent followed protocol correctly and confirmed resolution with customer.
QA183591,A020,INT0007314,96,Agent followed protocol correctly and confirmed resolution with customer.
QA759584,A061,INT0007315,92,Agent followed protocol correctly and confirmed resolution with customer.
QA369288,A005,INT0007344,81,Agent followed protocol correctly and confirmed resolution with customer.
QA867528,A060,INT0007353,100,Agent followed protocol correctly and confirmed resolution with customer.
QA394744,A007,INT0007355,81,Agent followed protocol correctly and confirmed resolution with customer.
QA272018,A007,INT0007380,93,Agent followed protocol correctly and confirmed resolution with customer.
QA921204,A006,INT0007385,82,Agent followed protocol correctly and confirmed resolution with customer.
QA279925,A014,INT0007387,85,Agent followed protocol correctly and confirmed resolution with customer.
QA935926,A067,INT0007394,53,Agent closed interaction prematurely; customer issue was not fully addressed.
QA562624,A042,INT0007403,62,Agent closed interaction prematurely; customer issue was not fully addressed.
QA213347,A042,INT0007415,91,Agent followed protocol correctly and confirmed resolution with customer.
QA715079,A022,INT0007424,100,Agent followed protocol correctly and confirmed resolution with customer.
QA462871,A001,INT0007441,96,Agent followed protocol correctly and confirmed resolution with customer.
QA358612,A049,INT0007443,97,Agent followed protocol correctly and confirmed resolution with customer.
QA502351,A044,INT0007446,93,Agent followed protocol correctly and confirmed resolution with customer.
QA495184,A003,INT0007466,99,Agent followed protocol correctly and confirmed resolution with customer.
QA874391,A023,INT0007478,98,Agent followed protocol correctly and confirmed resolution with customer.
QA363283,A028,INT0007488,87,Agent followed protocol correctly and confirmed resolution with customer.
QA608955,A065,INT0007498,60,Agent closed interaction prematurely; customer issue was not fully addressed.
QA745192,A019,INT0007508,64,Agent closed interaction prematurely; customer issue was not fully addressed.
QA216487,A013,INT0007517,84,Agent followed protocol correctly and confirmed resolution with customer.
QA916158,A074,INT0007520,95,Agent followed protocol correctly and confirmed resolution with customer.
QA181822,A067,INT0007526,81,Agent followed protocol correctly and confirmed resolution with customer.
QA709682,A006,INT0007527,93,Agent followed protocol correctly and confirmed resolution with customer.
QA909654,A046,INT0007535,69,Agent closed interaction prematurely; customer issue was not fully addressed.
QA378058,A044,INT0007544,82,Agent followed protocol correctly and confirmed resolution with customer.
QA686139,A074,INT0007546,98,Agent followed protocol correctly and confirmed resolution with customer.
QA795084,A025,INT0007551,68,Agent closed interaction prematurely; customer issue was not fully addressed.
QA179504,A033,INT0007554,62,Agent closed interaction prematurely; customer issue was not fully addressed.
QA571337,A036,INT0007563,84,Agent followed protocol correctly and confirmed resolution with customer.
QA263034,A032,INT0007579,84,Agent followed protocol correctly and confirmed resolution with customer.
QA674629,A003,INT0007605,95,Agent followed protocol correctly and confirmed resolution with customer.
QA360050,A039,INT0007608,56,Agent closed interaction prematurely; customer issue was not fully addressed.
QA359744,A043,INT0007610,80,Agent followed protocol correctly and confirmed resolution with customer.
QA602805,A010,INT0007613,88,Agent followed protocol correctly and confirmed resolution with customer.
QA647203,A009,INT0007618,80,Agent followed protocol correctly and confirmed resolution with customer.
QA522081,A054,INT0007628,96,Agent followed protocol correctly and confirmed resolution with customer.
QA724646,A010,INT0007632,86,Agent followed protocol correctly and confirmed resolution with customer.
QA276104,A013,INT0007638,96,Agent followed protocol correctly and confirmed resolution with customer.
QA123887,A011,INT0007641,99,Agent followed protocol correctly and confirmed resolution with customer.
QA925872,A070,INT0007682,100,Agent followed protocol correctly and confirmed resolution with customer.
QA995467,A045,INT0007686,96,Agent followed protocol correctly and confirmed resolution with customer.
QA434828,A024,INT0007692,59,Agent closed interaction prematurely; customer issue was not fully addressed.
QA300209,A064,INT0007694,75,Agent closed interaction prematurely; customer issue was not fully addressed.
QA159131,A064,INT0007695,64,Agent closed interaction prematurely; customer issue was not fully addressed.
QA460483,A054,INT0007701,100,Agent followed protocol correctly and confirmed resolution with customer.
QA467318,A003,INT0007712,96,Agent followed protocol correctly and confirmed resolution with customer.
QA184452,A072,INT0007729,96,Agent followed protocol correctly and confirmed resolution with customer.
QA827777,A040,INT0007764,85,Agent followed protocol correctly and confirmed resolution with customer.
QA575531,A024,INT0007771,81,Agent followed protocol correctly and confirmed resolution with customer.
QA768582,A035,INT0007799,81,Agent followed protocol correctly and confirmed resolution with customer.
QA668388,A013,INT0007800,99,Agent followed protocol correctly and confirmed resolution with customer.
QA682833,A022,INT0007801,58,Agent closed interaction prematurely; customer issue was not fully addressed.
QA360605,A034,INT0007813,95,Agent followed protocol correctly and confirmed resolution with customer.
QA247947,A034,INT0007814,93,Agent followed protocol correctly and confirmed resolution with customer.
QA520062,A008,INT0007829,99,Agent followed protocol correctly and confirmed resolution with customer.
QA158635,A065,INT0007836,94,Agent followed protocol correctly and confirmed resolution with customer.
QA760834,A011,INT0007838,84,Agent followed protocol correctly and confirmed resolution with customer.
QA703572,A025,INT0007840,91,Agent followed protocol correctly and confirmed resolution with customer.
QA983380,A032,INT0007841,92,Agent followed protocol correctly and confirmed resolution with customer.
QA640817,A068,INT0007858,87,Agent followed protocol correctly and confirmed resolution with customer.
QA416005,A051,INT0007886,81,Agent followed protocol correctly and confirmed resolution with customer.
QA152394,A041,INT0007905,91,Agent followed protocol correctly and confirmed resolution with customer.
QA315294,A033,INT0007938,80,Agent followed protocol correctly and confirmed resolution with customer.
QA452962,A023,INT0007952,71,Agent closed interaction prematurely; customer issue was not fully addressed.
QA547487,A054,INT0007953,100,Agent followed protocol correctly and confirmed resolution with customer.
QA923476,A034,INT0007964,68,Agent closed interaction prematurely; customer issue was not fully addressed.
QA516401,A002,INT0007968,63,Agent closed interaction prematurely; customer issue was not fully addressed.
QA567821,A052,INT0007993,75,Agent closed interaction prematurely; customer issue was not fully addressed.
QA726796,A032,INT0007997,99,Agent followed protocol correctly and confirmed resolution with customer.
QA685595,A068,INT0007999,57,Agent closed interaction prematurely; customer issue was not fully addressed.
QA382914,A013,INT0008003,100,Agent followed protocol correctly and confirmed resolution with customer.
QA431975,A003,INT0008027,100,Agent followed protocol correctly and confirmed resolution with customer.
QA588298,A001,INT0008039,82,Agent followed protocol correctly and confirmed resolution with customer.
QA504459,A041,INT0008048,74,Agent closed interaction prematurely; customer issue was not fully addressed.
QA450691,A071,INT0008070,66,Agent closed interaction prematurely; customer issue was not fully addressed.
QA250848,A022,INT0008071,71,Agent closed interaction prematurely; customer issue was not fully addressed.
QA754797,A007,INT0008082,97,Agent followed protocol correctly and confirmed resolution with customer.
QA406313,A041,INT0008092,89,Agent followed protocol correctly and confirmed resolution with customer.
QA758739,A014,INT0008110,97,Agent followed protocol correctly and confirmed resolution with customer.
QA430542,A059,INT0008111,91,Agent followed protocol correctly and confirmed resolution with customer.
QA810980,A037,INT0008113,97,Agent followed protocol correctly and confirmed resolution with customer.
QA229809,A012,INT0008125,57,Agent closed interaction prematurely; customer issue was not fully addressed.
QA595649,A038,INT0008160,93,Agent followed protocol correctly and confirmed resolution with customer.
QA169471,A063,INT0008167,95,Agent followed protocol correctly and confirmed resolution with customer.
QA748589,A007,INT0008172,83,Agent followed protocol correctly and confirmed resolution with customer.
QA777726,A022,INT0008194,95,Agent followed protocol correctly and confirmed resolution with customer.
QA335333,A014,INT0008204,84,Agent followed protocol correctly and confirmed resolution with customer.
QA951863,A055,INT0008207,98,Agent followed protocol correctly and confirmed resolution with customer.
QA602481,A014,INT0008222,86,Agent followed protocol correctly and confirmed resolution with customer.
QA994457,A014,INT0008236,83,Agent followed protocol correctly and confirmed resolution with customer.
QA645543,A060,INT0008238,81,Agent followed protocol correctly and confirmed resolution with customer.
QA232038,A073,INT0008246,66,Agent closed interaction prematurely; customer issue was not fully addressed.
QA859087,A072,INT0008247,70,Agent closed interaction prematurely; customer issue was not fully addressed.
QA812728,A007,INT0008256,83,Agent followed protocol correctly and confirmed resolution with customer.
QA912207,A015,INT0008261,80,Agent followed protocol correctly and confirmed resolution with customer.
QA979495,A065,INT0008265,88,Agent followed protocol correctly and confirmed resolution with customer.
QA460665,A068,INT0008271,54,Agent closed interaction prematurely; customer issue was not fully addressed.
QA323891,A011,INT0008277,96,Agent followed protocol correctly and confirmed resolution with customer.
QA939798,A030,INT0008303,100,Agent followed protocol correctly and confirmed resolution with customer.
QA820743,A056,INT0008304,80,Agent followed protocol correctly and confirmed resolution with customer.
QA527669,A022,INT0008321,91,Agent followed protocol correctly and confirmed resolution with customer.
QA114161,A005,INT0008332,80,Agent followed protocol correctly and confirmed resolution with customer.
QA623796,A037,INT0008333,81,Agent followed protocol correctly and confirmed resolution with customer.
QA159990,A063,INT0008360,94,Agent followed protocol correctly and confirmed resolution with customer.
QA760269,A038,INT0008370,100,Agent followed protocol correctly and confirmed resolution with customer.
QA328264,A055,INT0008386,75,Agent closed interaction prematurely; customer issue was not fully addressed.
QA431345,A020,INT0008387,69,Agent closed interaction prematurely; customer issue was not fully addressed.
QA482554,A042,INT0008392,80,Agent followed protocol correctly and confirmed resolution with customer.
QA688674,A026,INT0008413,84,Agent followed protocol correctly and confirmed resolution with customer.
QA858074,A024,INT0008421,88,Agent followed protocol correctly and confirmed resolution with customer.
QA209704,A008,INT0008429,94,Agent followed protocol correctly and confirmed resolution with customer.
QA254184,A055,INT0008443,64,Agent closed interaction prematurely; customer issue was not fully addressed.
QA649513,A003,INT0008445,99,Agent followed protocol correctly and confirmed resolution with customer.
QA482474,A003,INT0008455,88,Agent followed protocol correctly and confirmed resolution with customer.
QA991837,A072,INT0008462,81,Agent followed protocol correctly and confirmed resolution with customer.
QA140235,A003,INT0008464,82,Agent followed protocol correctly and confirmed resolution with customer.
QA601912,A049,INT0008477,87,Agent followed protocol correctly and confirmed resolution with customer.
QA144113,A066,INT0008481,91,Agent followed protocol correctly and confirmed resolution with customer.
QA134268,A030,INT0008483,93,Agent followed protocol correctly and confirmed resolution with customer.
QA965566,A038,INT0008484,94,Agent followed protocol correctly and confirmed resolution with customer.
QA427873,A020,INT0008491,90,Agent followed protocol correctly and confirmed resolution with customer.
QA547412,A055,INT0008494,100,Agent followed protocol correctly and confirmed resolution with customer.
QA793725,A016,INT0008513,89,Agent followed protocol correctly and confirmed resolution with customer.
QA261110,A030,INT0008520,91,Agent followed protocol correctly and confirmed resolution with customer.
QA462646,A061,INT0008522,82,Agent followed protocol correctly and confirmed resolution with customer.
QA340122,A017,INT0008529,51,Agent closed interaction prematurely; customer issue was not fully addressed.
QA297202,A071,INT0008545,63,Agent closed interaction prematurely; customer issue was not fully addressed.
QA167965,A040,INT0008547,86,Agent followed protocol correctly and confirmed resolution with customer.
QA771101,A002,INT0008555,97,Agent followed protocol correctly and confirmed resolution with customer.
QA920656,A064,INT0008571,91,Agent followed protocol correctly and confirmed resolution with customer.
QA359510,A064,INT0008573,94,Agent followed protocol correctly and confirmed resolution with customer.
QA710986,A051,INT0008586,74,Agent closed interaction prematurely; customer issue was not fully addressed.
QA869083,A037,INT0008587,99,Agent followed protocol correctly and confirmed resolution with customer.
QA962705,A062,INT0008589,67,Agent closed interaction prematurely; customer issue was not fully addressed.
QA167842,A071,INT0008596,95,Agent followed protocol correctly and confirmed resolution with customer.
QA506566,A008,INT0008611,71,Agent closed interaction prematurely; customer issue was not fully addressed.
QA469710,A009,INT0008619,71,Agent closed interaction prematurely; customer issue was not fully addressed.
QA935596,A019,INT0008621,60,Agent closed interaction prematurely; customer issue was not fully addressed.
QA832370,A059,INT0008622,65,Agent closed interaction prematurely; customer issue was not fully addressed.
QA124906,A003,INT0008629,94,Agent followed protocol correctly and confirmed resolution with customer.
QA865682,A048,INT0008630,99,Agent followed protocol correctly and confirmed resolution with customer.
QA693352,A003,INT0008635,93,Agent followed protocol correctly and confirmed resolution with customer.
QA480987,A028,INT0008649,57,Agent closed interaction prematurely; customer issue was not fully addressed.
QA269158,A027,INT0008650,83,Agent followed protocol correctly and confirmed resolution with customer.
QA872994,A012,INT0008680,51,Agent closed interaction prematurely; customer issue was not fully addressed.
QA349347,A002,INT0008685,98,Agent followed protocol correctly and confirmed resolution with customer.
QA546474,A062,INT0008699,90,Agent followed protocol correctly and confirmed resolution with customer.
QA641248,A035,INT0008701,89,Agent followed protocol correctly and confirmed resolution with customer.
QA862972,A001,INT0008742,89,Agent followed protocol correctly and confirmed resolution with customer.
QA637056,A043,INT0008749,86,Agent followed protocol correctly and confirmed resolution with customer.
QA460106,A041,INT0008756,63,Agent closed interaction prematurely; customer issue was not fully addressed.
QA559871,A064,INT0008783,82,Agent followed protocol correctly and confirmed resolution with customer.
QA151439,A061,INT0008786,90,Agent followed protocol correctly and confirmed resolution with customer.
QA671770,A021,INT0008796,96,Agent followed protocol correctly and confirmed resolution with customer.
QA331936,A056,INT0008804,54,Agent closed interaction prematurely; customer issue was not fully addressed.
QA527927,A023,INT0008809,81,Agent followed protocol correctly and confirmed resolution with customer.
QA773323,A072,INT0008810,94,Agent followed protocol correctly and confirmed resolution with customer.
QA742060,A072,INT0008813,93,Agent followed protocol correctly and confirmed resolution with customer.
QA773458,A012,INT0008819,90,Agent followed protocol correctly and confirmed resolution with customer.
QA633718,A075,INT0008833,52,Agent closed interaction prematurely; customer issue was not fully addressed.
QA460536,A060,INT0008840,57,Agent closed interaction prematurely; customer issue was not fully addressed.
QA758272,A040,INT0008843,86,Agent followed protocol correctly and confirmed resolution with customer.
QA512529,A021,INT0008851,87,Agent followed protocol correctly and confirmed resolution with customer.
QA684370,A072,INT0008853,98,Agent followed protocol correctly and confirmed resolution with customer.
QA503387,A066,INT0008871,89,Agent followed protocol correctly and confirmed resolution with customer.
QA702111,A075,INT0008874,100,Agent followed protocol correctly and confirmed resolution with customer.
QA361172,A044,INT0008882,85,Agent followed protocol correctly and confirmed resolution with customer.
QA510244,A029,INT0008886,84,Agent followed protocol correctly and confirmed resolution with customer.
QA441558,A065,INT0008891,94,Agent followed protocol correctly and confirmed resolution with customer.
QA359244,A044,INT0008904,94,Agent followed protocol correctly and confirmed resolution with customer.
QA584008,A046,INT0008909,84,Agent followed protocol correctly and confirmed resolution with customer.
QA712129,A016,INT0008920,75,Agent closed interaction prematurely; customer issue was not fully addressed.
QA336812,A008,INT0008926,62,Agent closed interaction prematurely; customer issue was not fully addressed.
QA785257,A064,INT0008944,65,Agent closed interaction prematurely; customer issue was not fully addressed.
QA873621,A075,INT0008947,53,Agent closed interaction prematurely; customer issue was not fully addressed.
QA182258,A028,INT0008966,97,Agent followed protocol correctly and confirmed resolution with customer.
QA425518,A048,INT0008974,85,Agent followed protocol correctly and confirmed resolution with customer.
QA992982,A058,INT0008981,66,Agent closed interaction prematurely; customer issue was not fully addressed.
QA735413,A055,INT0008989,91,Agent followed protocol correctly and confirmed resolution with customer.
QA566698,A025,INT0008998,66,Agent closed interaction prematurely; customer issue was not fully addressed.
QA489983,A068,INT0008999,66,Agent closed interaction prematurely; customer issue was not fully addressed.
QA582201,A020,INT0009004,80,Agent followed protocol correctly and confirmed resolution with customer.
QA543154,A019,INT0009013,72,Agent closed interaction prematurely; customer issue was not fully addressed.
QA560022,A047,INT0009017,81,Agent followed protocol correctly and confirmed resolution with customer.
QA130898,A066,INT0009020,68,Agent closed interaction prematurely; customer issue was not fully addressed.
QA807406,A023,INT0009025,92,Agent followed protocol correctly and confirmed resolution with customer.
QA721358,A050,INT0009040,100,Agent followed protocol correctly and confirmed resolution with customer.
QA900470,A013,INT0009044,97,Agent followed protocol correctly and confirmed resolution with customer.
QA596392,A040,INT0009057,54,Agent closed interaction prematurely; customer issue was not fully addressed.
QA799168,A031,INT0009062,95,Agent followed protocol correctly and confirmed resolution with customer.
QA854840,A070,INT0009082,100,Agent followed protocol correctly and confirmed resolution with customer.
QA719563,A020,INT0009093,54,Agent closed interaction prematurely; customer issue was not fully addressed.
QA325085,A018,INT0009105,56,Agent closed interaction prematurely; customer issue was not fully addressed.
QA664758,A050,INT0009120,94,Agent followed protocol correctly and confirmed resolution with customer.
QA458833,A010,INT0009121,96,Agent followed protocol correctly and confirmed resolution with customer.
QA306144,A033,INT0009145,99,Agent followed protocol correctly and confirmed resolution with customer.
QA112227,A041,INT0009176,84,Agent followed protocol correctly and confirmed resolution with customer.
QA382386,A070,INT0009196,80,Agent followed protocol correctly and confirmed resolution with customer.
QA785908,A038,INT0009202,85,Agent followed protocol correctly and confirmed resolution with customer.
QA488493,A032,INT0009203,90,Agent followed protocol correctly and confirmed resolution with customer.
QA543343,A017,INT0009218,65,Agent closed interaction prematurely; customer issue was not fully addressed.
QA549698,A036,INT0009237,82,Agent followed protocol correctly and confirmed resolution with customer.
QA696393,A044,INT0009240,81,Agent followed protocol correctly and confirmed resolution with customer.
QA539417,A016,INT0009248,64,Agent closed interaction prematurely; customer issue was not fully addressed.
QA431612,A011,INT0009258,96,Agent followed protocol correctly and confirmed resolution with customer.
QA926695,A006,INT0009262,82,Agent followed protocol correctly and confirmed resolution with customer.
QA232412,A018,INT0009272,86,Agent followed protocol correctly and confirmed resolution with customer.
QA668382,A052,INT0009276,91,Agent followed protocol correctly and confirmed resolution with customer.
QA959933,A046,INT0009288,96,Agent followed protocol correctly and confirmed resolution with customer.
QA499903,A055,INT0009289,71,Agent closed interaction prematurely; customer issue was not fully addressed.
QA433861,A023,INT0009297,93,Agent followed protocol correctly and confirmed resolution with customer.
QA304545,A071,INT0009300,72,Agent closed interaction prematurely; customer issue was not fully addressed.
QA865352,A008,INT0009305,97,Agent followed protocol correctly and confirmed resolution with customer.
QA264611,A017,INT0009315,99,Agent followed protocol correctly and confirmed resolution with customer.
QA480824,A013,INT0009322,94,Agent followed protocol correctly and confirmed resolution with customer.
QA918860,A005,INT0009345,89,Agent followed protocol correctly and confirmed resolution with customer.
QA399806,A062,INT0009347,67,Agent closed interaction prematurely; customer issue was not fully addressed.
QA134841,A037,INT0009348,97,Agent followed protocol correctly and confirmed resolution with customer.
QA968249,A025,INT0009352,69,Agent closed interaction prematurely; customer issue was not fully addressed.
QA346217,A028,INT0009377,84,Agent followed protocol correctly and confirmed resolution with customer.
QA482528,A034,INT0009383,88,Agent followed protocol correctly and confirmed resolution with customer.
QA715886,A061,INT0009397,98,Agent followed protocol correctly and confirmed resolution with customer.
QA672324,A006,INT0009398,88,Agent followed protocol correctly and confirmed resolution with customer.
QA525119,A051,INT0009401,97,Agent followed protocol correctly and confirmed resolution with customer.
QA732066,A069,INT0009406,99,Agent followed protocol correctly and confirmed resolution with customer.
QA276019,A006,INT0009411,91,Agent followed protocol correctly and confirmed resolution with customer.
QA576622,A051,INT0009415,92,Agent followed protocol correctly and confirmed resolution with customer.
QA660485,A022,INT0009426,56,Agent closed interaction prematurely; customer issue was not fully addressed.
QA253665,A060,INT0009429,95,Agent followed protocol correctly and confirmed resolution with customer.
QA895592,A001,INT0009439,84,Agent followed protocol correctly and confirmed resolution with customer.
QA823536,A024,INT0009442,66,Agent closed interaction prematurely; customer issue was not fully addressed.
QA891782,A043,INT0009457,84,Agent followed protocol correctly and confirmed resolution with customer.
QA560564,A062,INT0009458,89,Agent followed protocol correctly and confirmed resolution with customer.
QA526858,A028,INT0009461,73,Agent closed interaction prematurely; customer issue was not fully addressed.
QA124319,A018,INT0009484,58,Agent closed interaction prematurely; customer issue was not fully addressed.
QA110718,A044,INT0009487,82,Agent followed protocol correctly and confirmed resolution with customer.
QA519283,A060,INT0009512,82,Agent followed protocol correctly and confirmed resolution with customer.
QA645177,A035,INT0009517,86,Agent followed protocol correctly and confirmed resolution with customer.
QA672217,A069,INT0009527,81,Agent followed protocol correctly and confirmed resolution with customer.
QA505562,A023,INT0009559,92,Agent followed protocol correctly and confirmed resolution with customer.
QA934194,A024,INT0009565,75,Agent closed interaction prematurely; customer issue was not fully addressed.
QA777001,A005,INT0009571,94,Agent followed protocol correctly and confirmed resolution with customer.
QA236160,A033,INT0009579,57,Agent closed interaction prematurely; customer issue was not fully addressed.
QA459010,A009,INT0009584,81,Agent followed protocol correctly and confirmed resolution with customer.
QA373271,A061,INT0009599,96,Agent followed protocol correctly and confirmed resolution with customer.
QA386879,A023,INT0009610,85,Agent followed protocol correctly and confirmed resolution with customer.
QA783209,A030,INT0009641,93,Agent followed protocol correctly and confirmed resolution with customer.
QA163359,A033,INT0009667,86,Agent followed protocol correctly and confirmed resolution with customer.
QA571580,A070,INT0009685,73,Agent closed interaction prematurely; customer issue was not fully addressed.
QA409023,A043,INT0009687,51,Agent closed interaction prematurely; customer issue was not fully addressed.
QA780585,A073,INT0009709,55,Agent closed interaction prematurely; customer issue was not fully addressed.
QA336204,A047,INT0009711,63,Agent closed interaction prematurely; customer issue was not fully addressed.
QA450288,A041,INT0009717,53,Agent closed interaction prematurely; customer issue was not fully addressed.
QA248220,A024,INT0009752,75,Agent closed interaction prematurely; customer issue was not fully addressed.
QA190544,A042,INT0009784,90,Agent followed protocol correctly and confirmed resolution with customer.
QA719818,A017,INT0009788,72,Agent closed interaction prematurely; customer issue was not fully addressed.
QA710431,A062,INT0009812,93,Agent followed protocol correctly and confirmed resolution with customer.
QA896985,A030,INT0009819,71,Agent closed interaction prematurely; customer issue was not fully addressed.
QA813805,A006,INT0009822,81,Agent followed protocol correctly and confirmed resolution with customer.
QA606466,A001,INT0009829,86,Agent followed protocol correctly and confirmed resolution with customer.
QA748579,A073,INT0009881,98,Agent followed protocol correctly and confirmed resolution with customer.
QA314949,A004,INT0009885,99,Agent followed protocol correctly and confirmed resolution with customer.
QA274135,A069,INT0009889,75,Agent closed interaction prematurely; customer issue was not fully addressed.
QA264343,A074,INT0009900,82,Agent followed protocol correctly and confirmed resolution with customer.
QA791259,A021,INT0009901,93,Agent followed protocol correctly and confirmed resolution with customer.
QA446460,A034,INT0009905,95,Agent followed protocol correctly and confirmed resolution with customer.
QA785934,A023,INT0009925,63,Agent closed interaction prematurely; customer issue was not fully addressed.
QA454129,A066,INT0009929,87,Agent followed protocol correctly and confirmed resolution with customer.
QA151958,A041,INT0009949,59,Agent closed interaction prematurely; customer issue was not fully addressed.
QA102798,A022,INT0009965,82,Agent followed protocol correctly and confirmed resolution with customer.
QA921494,A045,INT0009967,99,Agent followed protocol correctly and confirmed resolution with customer.
QA125002,A069,INT0009982,84,Agent followed protocol correctly and confirmed resolution with customer.
QA562718,A061,INT0009986,96,Agent followed protocol correctly and confirmed resolution with customer.
QA400447,A051,INT0010001,99,Agent followed protocol correctly and confirmed resolution with customer.
QA989394,A016,INT0010005,90,Agent followed protocol correctly and confirmed resolution with customer.
QA937696,A074,INT0010007,85,Agent followed protocol correctly and confirmed resolution with customer.
QA458253,A027,INT0010010,96,Agent followed protocol correctly and confirmed resolution with customer.
QA178317,A010,INT0010012,66,Agent closed interaction prematurely; customer issue was not fully addressed.
QA406806,A016,INT0010017,73,Agent closed interaction prematurely; customer issue was not fully addressed.
QA445363,A033,INT0010025,82,Agent followed protocol correctly and confirmed resolution with customer.
QA390755,A051,INT0010039,95,Agent followed protocol correctly and confirmed resolution with customer.
QA840816,A058,INT0010046,56,Agent closed interaction prematurely; customer issue was not fully addressed.
QA745483,A039,INT0010058,80,Agent followed protocol correctly and confirmed resolution with customer.
QA852107,A031,INT0010064,71,Agent closed interaction prematurely; customer issue was not fully addressed.
