survey_id,interaction_id,rating,comment
SURV614677,INT0006718,3,Took a while but got sorted eventually.
SURV246116,INT0006725,1,The issue wasn't fixed.
SURV716397,INT0006727,2,The issue wasn't fixed.
SURV252526,INT0006733,1,The issue wasn't fixed.
SURV294978,INT0006734,4,Took a while but got sorted eventually.
SURV235929,INT0006735,3,Took a while but got sorted eventually.
SURV747315,INT0006737,4,Took a while but got sorted eventually.
SURV174080,INT0006757,2,The issue wasn't fixed.
SURV722258,INT0006759,2,The issue wasn't fixed.
SURV501621,INT0006793,3,Took a while but got sorted eventually.
SURV702617,INT0006798,1,The issue wasn't fixed.
SURV939222,INT0006799,4,"Quick and easy, thanks!"
SURV584529,INT0006808,5,"Quick and easy, thanks!"
SURV322024,INT0006810,5,"Quick and easy, thanks!"
SURV659866,INT0006818,1,The issue wasn't fixed.
SURV176358,INT0006846,1,The issue wasn't fixed.
SURV761240,INT0006850,1,The issue wasn't fixed.
SURV338141,INT0006851,1,The issue wasn't fixed.
SURV183177,INT0006853,4,Took a while but got sorted eventually.
SURV857274,INT0006854,2,The issue wasn't fixed.
SURV560146,INT0006865,5,"Quick and easy, thanks!"
SURV106627,INT0006866,5,"Quick and easy, thanks!"
SURV162886,INT0006880,4,"Quick and easy, thanks!"
SURV684347,INT0006887,4,Took a while but got sorted eventually.
SURV284307,INT0006912,4,"Quick and easy, thanks!"
SURV335932,INT0006914,2,The issue wasn't fixed.
SURV293797,INT0006917,5,"Quick and easy, thanks!"
SURV824388,INT0006920,3,Took a while but got sorted eventually.
SURV628020,INT0006923,5,"Quick and easy, thanks!"
SURV622569,INT0006924,3,Took a while but got sorted eventually.
SURV695698,INT0006932,2,The issue wasn't fixed.
SURV473781,INT0006939,4,"Quick and easy, thanks!"
SURV771433,INT0006947,4,"Quick and easy, thanks!"
SURV938216,INT0006950,2,The issue wasn't fixed.
SURV388245,INT0006951,1,The issue wasn't fixed.
SURV782755,INT0006953,2,The issue wasn't fixed.
SURV477577,INT0006955,4,Took a while but got sorted eventually.
SURV338839,INT0006971,2,The issue wasn't fixed.
SURV347474,INT0006982,5,"Quick and easy, thanks!"
SURV498675,INT0006991,3,Took a while but got sorted eventually.
SURV239453,INT0006992,4,"Quick and easy, thanks!"
SURV118105,INT0006997,4,Took a while but got sorted eventually.
SURV522963,INT0006998,3,Took a while but got sorted eventually.
SURV472530,INT0007003,3,Took a while but got sorted eventually.
SURV299493,INT0007012,4,"Quick and easy, thanks!"
SURV494611,INT0007016,5,"Quick and easy, thanks!"
SURV742737,INT0007032,3,Took a while but got sorted eventually.
SURV118757,INT0007041,4,"Quick and easy, thanks!"
SURV881332,INT0007046,1,The issue wasn't fixed.
SURV218767,INT0007048,1,The issue wasn't fixed.
SURV366786,INT0007063,1,The issue wasn't fixed.
SURV279040,INT0007085,5,"Quick and easy, thanks!"
SURV480317,INT0007087,4,Took a while but got sorted eventually.
SURV168866,INT0007089,4,Took a while but got sorted eventually.
SURV658377,INT0007092,5,"Quick and easy, thanks!"
SURV869470,INT0007107,1,The issue wasn't fixed.
SURV638536,INT0007114,4,"Quick and easy, thanks!"
SURV361420,INT0007119,1,The issue wasn't fixed.
SURV953221,INT0007120,2,The issue wasn't fixed.
SURV873313,INT0007121,4,Took a while but got sorted eventually.
SURV236797,INT0007124,4,"Quick and easy, thanks!"
SURV920628,INT0007159,5,"Quick and easy, thanks!"
SURV441426,INT0007160,5,"Quick and easy, thanks!"
SURV243138,INT0007167,1,The issue wasn't fixed.
SURV915956,INT0007171,5,"Quick and easy, thanks!"
SURV291342,INT0007174,4,"Quick and easy, thanks!"
SURV308170,INT0007178,5,"Quick and easy, thanks!"
SURV848494,INT0007180,5,"Quick and easy, thanks!"
SURV616582,INT0007184,3,Took a while but got sorted eventually.
SURV555087,INT0007190,1,The issue wasn't fixed.
SURV285236,INT0007203,4,Took a while but got sorted eventually.
SURV278426,INT0007208,1,The issue wasn't fixed.
SURV139403,INT0007216,5,"Quick and easy, thanks!"
SURV771382,INT0007217,5,"Quick and easy, thanks!"
SURV139005,INT0007228,1,The issue wasn't fixed.
SURV407682,INT0007233,1,The issue wasn't fixed.
SURV932469,INT0007242,1,The issue wasn't fixed.
SURV255627,INT0007248,4,"Quick and easy, thanks!"
SURV571721,INT0007250,5,"Quick and easy, thanks!"
SURV910490,INT0007252,1,The issue wasn't fixed.
SURV458419,INT0007255,5,"Quick and easy, thanks!"
SURV506658,INT0007268,4,Took a while but got sorted eventually.
SURV714649,INT0007269,3,Took a while but got sorted eventually.
SURV556888,INT0007271,3,Took a while but got sorted eventually.
SURV920195,INT0007272,2,The issue wasn't fixed.
SURV732990,INT0007286,5,"Quick and easy, thanks!"
SURV746191,INT0007287,4,"Quick and easy, thanks!"
SURV895064,INT0007289,4,"Quick and easy, thanks!"
SURV392968,INT0007295,4,"Quick and easy, thanks!"
SURV450216,INT0007301,2,The issue wasn't fixed.
SURV512522,INT0007309,2,The issue wasn't fixed.
SURV456098,INT0007315,4,"Quick and easy, thanks!"
SURV923485,INT0007325,5,"Quick and easy, thanks!"
SURV753652,INT0007334,3,Took a while but got sorted eventually.
SURV320255,INT0007340,4,"Quick and easy, thanks!"
SURV226390,INT0007346,5,"Quick and easy, thanks!"
SURV838415,INT0007347,5,"Quick and easy, thanks!"
SURV701812,INT0007349,4,Took a while but got sorted eventually.
SURV239094,INT0007360,3,Took a while but got sorted eventually.
SURV938337,INT0007363,5,"Quick and easy, thanks!"
SURV594007,INT0007369,5,"Quick and easy, thanks!"
SURV708708,INT0007377,5,"Quick and easy, thanks!"
SURV281417,INT0007390,5,"Quick and easy, thanks!"
SURV458906,INT0007397,3,Took a while but got sorted eventually.
SURV914262,INT0007398,5,"Quick and easy, thanks!"
SURV343522,INT0007400,4,Took a while but got sorted eventually.
SURV132614,INT0007414,4,Took a while but got sorted eventually.
SURV496037,INT0007422,4,"Quick and easy, thanks!"
SURV128972,INT0007426,4,Took a while but got sorted eventually.
SURV835348,INT0007437,3,Took a while but got sorted eventually.
SURV394095,INT0007449,4,Took a while but got sorted eventually.
SURV771620,INT0007452,1,The issue wasn't fixed.
SURV587941,INT0007458,5,"Quick and easy, thanks!"
SURV662492,INT0007471,4,"Quick and easy, thanks!"
SURV161355,INT0007472,5,"Quick and easy, thanks!"
SURV567834,INT0007475,4,"Quick and easy, thanks!"
SURV565519,INT0007498,1,The issue wasn't fixed.
SURV146332,INT0007501,4,Took a while but got sorted eventually.
SURV929019,INT0007503,4,Took a while but got sorted eventually.
SURV576024,INT0007511,1,The issue wasn't fixed.
SURV295085,INT0007519,3,Took a while but got sorted eventually.
SURV557847,INT0007527,3,Took a while but got sorted eventually.
SURV480583,INT0007543,5,"Quick and easy, thanks!"
SURV765116,INT0007547,2,The issue wasn't fixed.
SURV207495,INT0007552,1,The issue wasn't fixed.
SURV839339,INT0007556,5,"Quick and easy, thanks!"
SURV170687,INT0007596,5,"Quick and easy, thanks!"
SURV846070,INT0007598,1,The issue wasn't fixed.
SURV771140,INT0007614,1,The issue wasn't fixed.
SURV837063,INT0007631,5,"Quick and easy, thanks!"
SURV266260,INT0007632,3,Took a while but got sorted eventually.
SURV843247,INT0007636,2,The issue wasn't fixed.
SURV454424,INT0007642,4,Took a while but got sorted eventually.
SURV776220,INT0007646,1,The issue wasn't fixed.
SURV387553,INT0007653,1,The issue wasn't fixed.
SURV531745,INT0007659,2,The issue wasn't fixed.
SURV417025,INT0007672,5,"Quick and easy, thanks!"
SURV267626,INT0007688,4,"Quick and easy, thanks!"
SURV163192,INT0007696,2,The issue wasn't fixed.
SURV140535,INT0007701,4,"Quick and easy, thanks!"
SURV732453,INT0007708,1,The issue wasn't fixed.
SURV432541,INT0007713,5,"Quick and easy, thanks!"
SURV913307,INT0007716,5,"Quick and easy, thanks!"
SURV809478,INT0007721,4,Took a while but got sorted eventually.
SURV667440,INT0007732,3,Took a while but got sorted eventually.
SURV497534,INT0007739,5,"Quick and easy, thanks!"
SURV994206,INT0007745,3,Took a while but got sorted eventually.
SURV168234,INT0007746,1,The issue wasn't fixed.
SURV117021,INT0007749,4,"Quick and easy, thanks!"
SURV886985,INT0007755,3,Took a while but got sorted eventually.
SURV787885,INT0007757,1,The issue wasn't fixed.
SURV660535,INT0007768,4,Took a while but got sorted eventually.
SURV494989,INT0007770,5,"Quick and easy, thanks!"
SURV905827,INT0007794,3,Took a while but got sorted eventually.
SURV680656,INT0007804,4,"Quick and easy, thanks!"
SURV554061,INT0007806,1,The issue wasn't fixed.
SURV183085,INT0007828,3,Took a while but got sorted eventually.
SURV616912,INT0007838,3,Took a while but got sorted eventually.
SURV491971,INT0007845,1,The issue wasn't fixed.
SURV290032,INT0007850,1,The issue wasn't fixed.
SURV469839,INT0007855,1,The issue wasn't fixed.
SURV931245,INT0007862,4,"Quick and easy, thanks!"
SURV862918,INT0007863,4,"Quick and easy, thanks!"
SURV851860,INT0007867,4,"Quick and easy, thanks!"
SURV924193,INT0007868,2,The issue wasn't fixed.
SURV663314,INT0007872,1,The issue wasn't fixed.
SURV744678,INT0007877,1,The issue wasn't fixed.
SURV385222,INT0007881,4,Took a while but got sorted eventually.
SURV488495,INT0007888,4,"Quick and easy, thanks!"
SURV766673,INT0007894,4,Took a while but got sorted eventually.
SURV182897,INT0007895,5,"Quick and easy, thanks!"
SURV359909,INT0007898,1,The issue wasn't fixed.
SURV318878,INT0007899,4,"Quick and easy, thanks!"
SURV320234,INT0007901,5,"Quick and easy, thanks!"
SURV731994,INT0007914,3,Took a while but got sorted eventually.
SURV107857,INT0007928,4,Took a while but got sorted eventually.
SURV426204,INT0007929,4,Took a while but got sorted eventually.
SURV609635,INT0007941,4,"Quick and easy, thanks!"
SURV789985,INT0007942,3,Took a while but got sorted eventually.
SURV111807,INT0007962,4,"Quick and easy, thanks!"
SURV313467,INT0007963,5,"Quick and easy, thanks!"
SURV986473,INT0007967,2,The issue wasn't fixed.
SURV338136,INT0007972,4,Took a while but got sorted eventually.
SURV200414,INT0007984,5,"Quick and easy, thanks!"
SURV227169,INT0007990,5,"Quick and easy, thanks!"
SURV647336,INT0008001,5,"Quick and easy, thanks!"
SURV494934,INT0008007,5,"Quick and easy, thanks!"
SURV246089,INT0008008,4,"Quick and easy, thanks!"
SURV915879,INT0008013,1,The issue wasn't fixed.
SURV685339,INT0008031,1,The issue wasn't fixed.
SURV343629,INT0008037,3,Took a while but got sorted eventually.
SURV127567,INT0008041,4,"Quick and easy, thanks!"
SURV841600,INT0008049,1,The issue wasn't fixed.
SURV385506,INT0008052,5,"Quick and easy, thanks!"
SURV255012,INT0008053,5,"Quick and easy, thanks!"
SURV344682,INT0008072,2,The issue wasn't fixed.
SURV532059,INT0008073,1,The issue wasn't fixed.
SURV112228,INT0008074,1,The issue wasn't fixed.
SURV663245,INT0008077,2,The issue wasn't fixed.
SURV950799,INT0008080,4,Took a while but got sorted eventually.
SURV302922,INT0008082,4,Took a while but got sorted eventually.
SURV447838,INT0008085,2,The issue wasn't fixed.
SURV289586,INT0008086,2,The issue wasn't fixed.
SURV563088,INT0008087,2,The issue wasn't fixed.
SURV257506,INT0008088,4,Took a while but got sorted eventually.
SURV895214,INT0008091,4,Took a while but got sorted eventually.
SURV256521,INT0008094,5,"Quick and easy, thanks!"
SURV490725,INT0008098,3,Took a while but got sorted eventually.
SURV912455,INT0008099,4,Took a while but got sorted eventually.
SURV952271,INT0008126,4,"Quick and easy, thanks!"
SURV392063,INT0008127,4,"Quick and easy, thanks!"
SURV822096,INT0008130,5,"Quick and easy, thanks!"
SURV396316,INT0008136,5,"Quick and easy, thanks!"
SURV574361,INT0008144,5,"Quick and easy, thanks!"
SURV277671,INT0008149,1,The issue wasn't fixed.
SURV101975,INT0008156,2,The issue wasn't fixed.
SURV642312,INT0008170,1,The issue wasn't fixed.
SURV298054,INT0008184,1,The issue wasn't fixed.
SURV243027,INT0008187,2,The issue wasn't fixed.
SURV589751,INT0008197,1,The issue wasn't fixed.
SURV733562,INT0008208,5,"Quick and easy, thanks!"
SURV188918,INT0008211,4,"Quick and easy, thanks!"
SURV513023,INT0008225,1,The issue wasn't fixed.
SURV484702,INT0008245,5,"Quick and easy, thanks!"
SURV656325,INT0008246,1,The issue wasn't fixed.
SURV765604,INT0008248,2,The issue wasn't fixed.
SURV123465,INT0008256,5,"Quick and easy, thanks!"
SURV437172,INT0008257,1,The issue wasn't fixed.
SURV973673,INT0008272,1,The issue wasn't fixed.
SURV163063,INT0008287,4,"Quick and easy, thanks!"
SURV802146,INT0008293,2,The issue wasn't fixed.
SURV491673,INT0008307,2,The issue wasn't fixed.
SURV277229,INT0008317,4,Took a while but got sorted eventually.
SURV802875,INT0008324,4,"Quick and easy, thanks!"
SURV675575,INT0008326,5,"Quick and easy, thanks!"
SURV978906,INT0008332,4,"Quick and easy, thanks!"
SURV466719,INT0008333,4,"Quick and easy, thanks!"
SURV990685,INT0008334,4,Took a while but got sorted eventually.
SURV342442,INT0008335,3,Took a while but got sorted eventually.
SURV177733,INT0008338,5,"Quick and easy, thanks!"
SURV117874,INT0008345,5,"Quick and easy, thanks!"
SURV261641,INT0008348,4,Took a while but got sorted eventually.
SURV997249,INT0008353,4,Took a while but got sorted eventually.
SURV141803,INT0008354,4,Took a while but got sorted eventually.
SURV343870,INT0008357,4,Took a while but got sorted eventually.
SURV643520,INT0008362,4,"Quick and easy, thanks!"
SURV365100,INT0008363,4,Took a while but got sorted eventually.
SURV975147,INT0008370,1,The issue wasn't fixed.
SURV203616,INT0008375,5,"Quick and easy, thanks!"
SURV756126,INT0008377,4,"Quick and easy, thanks!"
SURV347684,INT0008380,3,Took a while but got sorted eventually.
SURV729627,INT0008389,4,"Quick and easy, thanks!"
SURV185178,INT0008392,4,"Quick and easy, thanks!"
SURV707376,INT0008394,5,"Quick and easy, thanks!"
SURV941614,INT0008400,2,The issue wasn't fixed.
SURV219048,INT0008401,4,Took a while but got sorted eventually.
SURV978588,INT0008417,5,"Quick and easy, thanks!"
SURV684705,INT0008422,1,The issue wasn't fixed.
SURV569830,INT0008425,3,Took a while but got sorted eventually.
SURV136445,INT0008426,4,Took a while but got sorted eventually.
SURV811674,INT0008427,5,"Quick and easy, thanks!"
SURV551976,INT0008435,5,"Quick and easy, thanks!"
SURV423404,INT0008438,5,"Quick and easy, thanks!"
SURV752022,INT0008441,3,Took a while but got sorted eventually.
SURV932566,INT0008443,1,The issue wasn't fixed.
SURV801403,INT0008450,1,The issue wasn't fixed.
SURV345310,INT0008467,5,"Quick and easy, thanks!"
SURV189337,INT0008471,4,Took a while but got sorted eventually.
SURV661555,INT0008481,4,"Quick and easy, thanks!"
SURV767480,INT0008484,5,"Quick and easy, thanks!"
SURV671224,INT0008490,4,Took a while but got sorted eventually.
SURV617937,INT0008495,2,The issue wasn't fixed.
SURV828976,INT0008513,5,"Quick and easy, thanks!"
SURV249653,INT0008514,2,The issue wasn't fixed.
SURV586101,INT0008516,2,The issue wasn't fixed.
SURV456611,INT0008534,5,"Quick and easy, thanks!"
SURV574467,INT0008539,3,Took a while but got sorted eventually.
SURV451078,INT0008540,5,"Quick and easy, thanks!"
SURV131786,INT0008545,1,The issue wasn't fixed.
SURV927488,INT0008552,1,The issue wasn't fixed.
SURV232956,INT0008560,4,"Quick and easy, thanks!"
SURV277254,INT0008566,4,"Quick and easy, thanks!"
SURV343611,INT0008573,4,Took a while but got sorted eventually.
SURV112715,INT0008574,4,Took a while but got sorted eventually.
SURV787243,INT0008584,1,The issue wasn't fixed.
SURV956155,INT0008585,1,The issue wasn't fixed.
SURV210745,INT0008594,3,Took a while but got sorted eventually.
SURV179215,INT0008613,4,Took a while but got sorted eventually.
SURV730089,INT0008627,4,Took a while but got sorted eventually.
SURV745474,INT0008629,4,Took a while but got sorted eventually.
SURV750748,INT0008641,5,"Quick and easy, thanks!"
SURV364281,INT0008649,2,The issue wasn't fixed.
SURV285769,INT0008654,2,The issue wasn't fixed.
SURV592222,INT0008683,3,Took a while but got sorted eventually.
SURV514375,INT0008694,2,The issue wasn't fixed.
SURV768387,INT0008704,4,"Quick and easy, thanks!"
SURV132086,INT0008705,2,The issue wasn't fixed.
SURV741269,INT0008713,4,"Quick and easy, thanks!"
SURV685273,INT0008717,5,"Quick and easy, thanks!"
SURV925370,INT0008721,4,"Quick and easy, thanks!"
SURV839108,INT0008731,2,The issue wasn't fixed.
SURV386891,INT0008750,5,"Quick and easy, thanks!"
SURV378615,INT0008751,3,Took a while but got sorted eventually.
SURV407937,INT0008757,3,Took a while but got sorted eventually.
SURV432065,INT0008759,4,"Quick and easy, thanks!"
SURV127507,INT0008760,5,"Quick and easy, thanks!"
SURV698546,INT0008765,3,Took a while but got sorted eventually.
SURV632079,INT0008777,5,"Quick and easy, thanks!"
SURV935949,INT0008789,1,The issue wasn't fixed.
SURV836884,INT0008791,1,The issue wasn't fixed.
SURV229142,INT0008796,5,"Quick and easy, thanks!"
SURV101043,INT0008797,5,"Quick and easy, thanks!"
SURV873560,INT0008811,5,"Quick and easy, thanks!"
SURV877227,INT0008820,4,"Quick and easy, thanks!"
SURV207132,INT0008827,4,"Quick and easy, thanks!"
SURV338126,INT0008834,1,The issue wasn't fixed.
SURV521186,INT0008845,4,"Quick and easy, thanks!"
SURV812147,INT0008849,2,The issue wasn't fixed.
SURV541999,INT0008863,5,"Quick and easy, thanks!"
SURV219781,INT0008866,1,The issue wasn't fixed.
SURV667308,INT0008874,5,"Quick and easy, thanks!"
SURV994223,INT0008880,1,The issue wasn't fixed.
SURV960255,INT0008888,5,"Quick and easy, thanks!"
SURV158418,INT0008889,5,"Quick and easy, thanks!"
SURV357080,INT0008900,1,The issue wasn't fixed.
SURV476414,INT0008906,4,Took a while but got sorted eventually.
SURV395487,INT0008907,4,Took a while but got sorted eventually.
SURV928384,INT0008912,4,Took a while but got sorted eventually.
SURV383457,INT0008915,5,"Quick and easy, thanks!"
SURV806245,INT0008916,5,"Quick and easy, thanks!"
SURV817788,INT0008924,1,The issue wasn't fixed.
SURV735793,INT0008950,4,"Quick and easy, thanks!"
SURV950401,INT0008952,3,Took a while but got sorted eventually.
SURV145579,INT0008953,4,Took a while but got sorted eventually.
SURV618109,INT0008958,5,"Quick and easy, thanks!"
SURV184804,INT0008985,4,Took a while but got sorted eventually.
SURV231292,INT0008988,4,"Quick and easy, thanks!"
SURV139399,INT0009005,4,"Quick and easy, thanks!"
SURV618013,INT0009020,1,The issue wasn't fixed.
SURV512827,INT0009026,5,"Quick and easy, thanks!"
SURV142730,INT0009030,5,"Quick and easy, thanks!"
SURV233511,INT0009032,5,"Quick and easy, thanks!"
SURV551056,INT0009042,4,Took a while but got sorted eventually.
SURV498305,INT0009046,5,"Quick and easy, thanks!"
SURV806143,INT0009064,2,The issue wasn't fixed.
SURV177130,INT0009076,3,Took a while but got sorted eventually.
SURV608288,INT0009084,3,Took a while but got sorted eventually.
SURV103534,INT0009105,2,The issue wasn't fixed.
SURV328969,INT0009114,4,Took a while but got sorted eventually.
SURV850434,INT0009115,5,"Quick and easy, thanks!"
SURV900773,INT0009124,2,The issue wasn't fixed.
SURV350435,INT0009125,1,The issue wasn't fixed.
SURV309400,INT0009130,5,"Quick and easy, thanks!"
SURV659858,INT0009149,4,Took a while but got sorted eventually.
SURV659172,INT0009150,3,Took a while but got sorted eventually.
SURV274022,INT0009157,4,"Quick and easy, thanks!"
SURV137309,INT0009158,4,"Quick and easy, thanks!"
SURV902421,INT0009165,5,"Quick and easy, thanks!"
SURV485625,INT0009168,4,Took a while but got sorted eventually.
SURV478964,INT0009171,4,"Quick and easy, thanks!"
SURV878038,INT0009211,3,Took a while but got sorted eventually.
SURV330590,INT0009224,1,The issue wasn't fixed.
SURV148441,INT0009228,1,The issue wasn't fixed.
SURV629129,INT0009261,3,Took a while but got sorted eventually.
SURV638442,INT0009262,5,"Quick and easy, thanks!"
SURV315286,INT0009272,5,"Quick and easy, thanks!"
SURV114781,INT0009301,1,The issue wasn't fixed.
SURV437765,INT0009329,4,"Quick and easy, thanks!"
SURV391566,INT0009333,3,Took a while but got sorted eventually.
SURV443287,INT0009336,1,The issue wasn't fixed.
SURV973414,INT0009356,2,The issue wasn't fixed.
SURV520804,INT0009371,2,The issue wasn't fixed.
SURV500524,INT0009374,2,The issue wasn't fixed.
SURV117145,INT0009379,2,The issue wasn't fixed.
SURV181288,INT0009398,4,Took a while but got sorted eventually.
SURV201598,INT0009404,1,The issue wasn't fixed.
SURV177758,INT0009409,2,The issue wasn't fixed.
SURV304731,INT0009411,5,"Quick and easy, thanks!"
SURV422416,INT0009423,1,The issue wasn't fixed.
SURV831992,INT0009427,1,The issue wasn't fixed.
SURV250993,INT0009441,1,The issue wasn't fixed.
SURV106759,INT0009442,1,The issue wasn't fixed.
SURV182552,INT0009454,5,"Quick and easy, thanks!"
SURV767087,INT0009458,4,"Quick and easy, thanks!"
SURV105391,INT0009492,4,Took a while but got sorted eventually.
SURV187215,INT0009504,3,Took a while but got sorted eventually.
SURV978147,INT0009507,1,The issue wasn't fixed.
SURV367886,INT0009508,1,The issue wasn't fixed.
SURV575921,INT0009531,4,"Quick and easy, thanks!"
SURV520775,INT0009538,1,The issue wasn't fixed.
SURV666289,INT0009550,5,"Quick and easy, thanks!"
SURV278275,INT0009553,5,"Quick and easy, thanks!"
SURV909935,INT0009555,5,"Quick and easy, thanks!"
SURV862384,INT0009562,1,The issue wasn't fixed.
SURV823483,INT0009564,4,"Quick and easy, thanks!"
SURV325602,INT0009567,1,The issue wasn't fixed.
SURV536247,INT0009568,1,The issue wasn't fixed.
SURV766199,INT0009571,4,Took a while but got sorted eventually.
SURV994328,INT0009587,4,"Quick and easy, thanks!"
SURV161809,INT0009604,5,"Quick and easy, thanks!"
SURV355545,INT0009612,1,The issue wasn't fixed.
SURV916862,INT0009614,5,"Quick and easy, thanks!"
SURV427149,INT0009615,5,"Quick and easy, thanks!"
SURV675531,INT0009617,5,"Quick and easy, thanks!"
SURV222149,INT0009622,4,"Quick and easy, thanks!"
SURV992821,INT0009623,3,Took a while but got sorted eventually.
SURV900628,INT0009626,5,"Quick and easy, thanks!"
SURV847957,INT0009635,4,Took a while but got sorted eventually.
SURV921210,INT0009636,1,The issue wasn't fixed.
SURV328307,INT0009655,5,"Quick and easy, thanks!"
SURV619840,INT0009659,2,The issue wasn't fixed.
SURV102663,INT0009669,5,"Quick and easy, thanks!"
SURV798155,INT0009678,1,The issue wasn't fixed.
SURV972833,INT0009682,1,The issue wasn't fixed.
SURV778237,INT0009684,1,The issue wasn't fixed.
SURV712917,INT0009696,2,The issue wasn't fixed.
SURV373487,INT0009718,1,The issue wasn't fixed.
SURV164808,INT0009722,5,"Quick and easy, thanks!"
SURV997178,INT0009723,5,"Quick and easy, thanks!"
SURV679549,INT0009743,1,The issue wasn't fixed.
SURV199676,INT0009746,2,The issue wasn't fixed.
SURV264535,INT0009755,1,The issue wasn't fixed.
SURV844026,INT0009757,3,Took a while but got sorted eventually.
SURV640853,INT0009759,1,The issue wasn't fixed.
SURV521678,INT0009761,1,The issue wasn't fixed.
SURV420147,INT0009773,1,The issue wasn't fixed.
SURV427709,INT0009777,5,"Quick and easy, thanks!"
SURV519325,INT0009785,4,Took a while but got sorted eventually.
SURV773729,INT0009795,5,"Quick and easy, thanks!"
SURV177406,INT0009797,4,"Quick and easy, thanks!"
SURV824775,INT0009803,3,Took a while but got sorted eventually.
SURV338744,INT0009804,3,Took a while but got sorted eventually.
SURV254004,INT0009814,1,The issue wasn't fixed.
SURV907054,INT0009817,2,The issue wasn't fixed.
SURV966304,INT0009825,5,"Quick and easy, thanks!"
SURV427935,INT0009827,4,Took a while but got sorted eventually.
SURV144662,INT0009856,1,The issue wasn't fixed.
SURV612733,INT0009858,1,The issue wasn't fixed.
SURV807797,INT0009876,4,"Quick and easy, thanks!"
SURV606816,INT0009878,1,The issue wasn't fixed.
SURV379626,INT0009890,1,The issue wasn't fixed.
SURV845094,INT0009891,5,"Quick and easy, thanks!"
SURV122183,INT0009895,2,The issue wasn't fixed.
SURV803565,INT0009898,4,Took a while but got sorted eventually.
SURV923500,INT0009902,4,Took a while but got sorted eventually.
SURV613765,INT0009912,2,The issue wasn't fixed.
SURV498655,INT0009916,4,"Quick and easy, thanks!"
SURV444209,INT0009919,2,The issue wasn't fixed.
SURV585966,INT0009925,1,The issue wasn't fixed.
SURV154741,INT0009954,5,"Quick and easy, thanks!"
SURV421346,INT0009966,5,"Quick and easy, thanks!"
SURV697537,INT0009968,5,"Quick and easy, thanks!"
SURV722813,INT0009973,5,"Quick and easy, thanks!"
SURV338945,INT0009978,4,Took a while but got sorted eventually.
SURV687440,INT0009984,5,"Quick and easy, thanks!"
SURV153957,INT0009988,5,"Quick and easy, thanks!"
SURV217444,INT0009996,3,Took a while but got sorted eventually.
SURV825914,INT0010004,1,The issue wasn't fixed.
SURV425939,INT0010010,5,"Quick and easy, thanks!"
SURV179452,INT0010014,2,The issue wasn't fixed.
SURV775627,INT0010024,4,"Quick and easy, thanks!"
SURV184818,INT0010030,1,The issue wasn't fixed.
SURV929480,INT0010039,1,The issue wasn't fixed.
SURV604219,INT0010040,2,The issue wasn't fixed.
SURV600282,INT0010047,1,The issue wasn't fixed.
SURV882577,INT0010051,1,The issue wasn't fixed.
SURV719241,INT0010058,1,The issue wasn't fixed.
SURV410219,INT0010068,5,"Quick and easy, thanks!"
SURV733349,INT0010070,4,"Quick and easy, thanks!"
SURV804460,INT0010073,2,The issue wasn't fixed.
SURV987665,INT0010082,2,The issue wasn't fixed.
SURV475930,INT0010085,1,The issue wasn't fixed.
SURV468665,INT0010095,2,The issue wasn't fixed.
SURV502989,INT0010100,5,"Quick and easy, thanks!"
SURV452525,INT0010113,2,The issue wasn't fixed.
SURV596923,INT0010118,1,The issue wasn't fixed.
SURV536171,INT0010132,1,The issue wasn't fixed.
SURV533308,INT0010133,2,The issue wasn't fixed.
SURV847134,INT0010141,5,"Quick and easy, thanks!"
SURV314175,INT0010150,4,Took a while but got sorted eventually.
SURV766671,INT0010169,2,The issue wasn't fixed.
SURV539846,INT0010174,1,The issue wasn't fixed.
SURV443955,INT0010178,1,The issue wasn't fixed.
SURV345597,INT0010181,4,Took a while but got sorted eventually.
SURV501001,INT0010183,2,The issue wasn't fixed.
SURV690180,INT0010185,3,Took a while but got sorted eventually.
SURV836228,INT0010189,2,The issue wasn't fixed.
SURV659987,INT0010193,5,"Quick and easy, thanks!"
SURV994320,INT0010194,5,"Quick and easy, thanks!"
SURV155728,INT0010207,2,The issue wasn't fixed.
SURV406547,INT0010230,5,"Quick and easy, thanks!"
SURV219057,INT0010235,4,"Quick and easy, thanks!"
SURV624569,INT0010246,5,"Quick and easy, thanks!"
SURV700122,INT0010247,1,The issue wasn't fixed.
SURV728111,INT0010252,5,"Quick and easy, thanks!"
SURV297799,INT0010258,4,"Quick and easy, thanks!"
SURV754314,INT0010262,4,Took a while but got sorted eventually.
SURV793677,INT0010263,5,"Quick and easy, thanks!"
SURV580795,INT0010270,4,"Quick and easy, thanks!"
SURV673143,INT0010271,5,"Quick and easy, thanks!"
SURV199546,INT0010275,1,The issue wasn't fixed.
SURV513021,INT0010277,2,The issue wasn't fixed.
SURV198823,INT0010278,4,"Quick and easy, thanks!"
SURV783845,INT0010284,4,"Quick and easy, thanks!"
SURV243801,INT0010286,2,The issue wasn't fixed.
SURV520648,INT0010299,1,The issue wasn't fixed.
SURV947568,INT0010302,5,"Quick and easy, thanks!"
SURV925429,INT0010303,4,"Quick and easy, thanks!"
SURV734783,INT0010317,4,"Quick and easy, thanks!"
SURV573379,INT0010322,3,Took a while but got sorted eventually.
SURV962424,INT0010325,2,The issue wasn't fixed.
SURV229040,INT0010328,1,The issue wasn't fixed.
